스킬ID,스킬,타겟_범위,타겟_태그
14075,츄릅 줄게,"연애상태_싱글, 연애상태_커플",
14073,우유 마셔,"연애상태_싱글, 연애상태_커플",
14071,사료 먹을까?,"연애상태_싱글, 연애상태_커플",
14069,상태명 바꿔줄게,"연애상태_싱글, 연애상태_커플",
14065,아무냥 지금 어때?,"연애상태_싱글, 연애상태_커플",
14063,작별 인사하기,"연애상태_싱글, 연애상태_커플",
14061,알 부화시킬래,"연애상태_싱글, 연애상태_커플",
14059,아무냥 색칠할래,"연애상태_싱글, 연애상태_커플",
14057,광고보고 출석 도장 찍을래,"연애상태_싱글, 연애상태_커플",
14045,온천 가자,"연애상태_싱글, 연애상태_커플",
14043,목욕할까?,"연애상태_싱글, 연애상태_커플",
14041,샤워하자,"연애상태_싱글, 연애상태_커플",
14039,마스크팩 할 시간!,"연애상태_싱글, 연애상태_커플",
14037,치카해야지,"연애상태_싱글, 연애상태_커플",
14035,어푸하자,"연애상태_싱글, 연애상태_커플",
14033,칭찬 스티커 붙여줄게,"연애상태_싱글, 연애상태_커플",
14031,용돈 줄게,전체,재물금전운
14029,궁디팡팡,"연애상태_싱글, 연애상태_커플",
14027,손바닥에 하트 뿅,"연애상태_싱글, 연애상태_커플",
14025,털 빗자,"연애상태_싱글, 연애상태_커플",
14023,편지 써줄게,"연애상태_싱글, 연애상태_커플",
14021,이름 불러볼까,"연애상태_싱글, 연애상태_커플",
14019,칭찬해줄게,"연애상태_싱글, 연애상태_커플",
14017,이리와 안아줄게,"연애상태_싱글, 연애상태_커플",
14015,뽀뽀!,"연애상태_싱글, 연애상태_커플",
14013,쓰담쓰담,"연애상태_싱글, 연애상태_커플",
14011,하이파이브!,"연애상태_싱글, 연애상태_커플",
14009,사랑해❤️,"연애상태_싱글, 연애상태_커플",연애_일반
14007,캣타워에서 놀자,"연애상태_싱글, 연애상태_커플",
14005,게임기 해도 돼,"연애상태_싱글, 연애상태_커플",
14003,쥐돌이 돌아다녀,"연애상태_싱글, 연애상태_커플",연애_재회
14001,레이저 나온다!,"연애상태_싱글, 연애상태_커플",
13999,쎄쎄쎄🎵,"연애상태_싱글, 연애상태_커플",
13997,골프 치러 갈까?,"연애상태_싱글, 연애상태_커플",
13995,고급 캣타워야,"연애상태_싱글, 연애상태_커플",
13993,스티커사진 찍을래?,"연애상태_싱글, 연애상태_커플",
13991,영화 보러 가자,"연애상태_싱글, 연애상태_커플",
13989,숨바꼭질 할 시간!,"연애상태_싱글, 연애상태_커플",
13987,박스 들어갈래?,"연애상태_싱글, 연애상태_커플",
13985,댄스타임🎵,"연애상태_싱글, 연애상태_커플",
13983,뜨개질 해보자,"연애상태_싱글, 연애상태_커플",
13981,스크래쳐 할래?,"연애상태_싱글, 연애상태_커플",
13979,쇼핑백 여기있어,"연애상태_싱글, 연애상태_커플",
13977,털실 가지고 놀자,"연애상태_싱글, 연애상태_커플",
13975,오뎅꼬치 줄게,"연애상태_싱글, 연애상태_커플",
13973,프라푸치노 마실래?,"연애상태_싱글, 연애상태_커플",
13971,잠옷 입자,"연애상태_싱글, 연애상태_커플",
13969,마약 방석 여기있어,"연애상태_싱글, 연애상태_커플",
13967,풀리피 세어보자,"연애상태_싱글, 연애상태_커플",
13965,난로 켜줄게,"연애상태_싱글, 연애상태_커플",
13963,핫초코 마셔봐,"연애상태_싱글, 연애상태_커플",
13961,안마의자 앉을래?,"연애상태_싱글, 연애상태_커플",
13959,스파할 시간이야,"연애상태_싱글, 연애상태_커플",
13957,책 읽어줄게,"연애상태_싱글, 연애상태_커플",
13955,안대 씌워줄게,"연애상태_싱글, 연애상태_커플",
13951,홍삼 먹어,"연애상태_싱글, 연애상태_커플",
13949,캣닢 솔솔,"연애상태_싱글, 연애상태_커플",
13947,담요 덮어줄게,"연애상태_싱글, 연애상태_커플",
13945,자장가 불러줄게,"연애상태_싱글, 연애상태_커플",연애_결혼
13943,식빵 구울까?,"연애상태_싱글, 연애상태_커플",
13941,발마사지 해줄게,"연애상태_싱글, 연애상태_커플",
13939,연어회 타임,"연애상태_싱글, 연애상태_커플",
13937,스테이크 해줄게,"연애상태_싱글, 연애상태_커플",
13935,달고나 먹을까?,"연애상태_싱글, 연애상태_커플",
13933,햄버거 먹자!,"연애상태_싱글, 연애상태_커플",
13931,밀크셰이크 줄게,"연애상태_싱글, 연애상태_커플",
13929,삼계탕 먹을래?,"연애상태_싱글, 연애상태_커플",
13927,별사탕 먹자,"연애상태_싱글, 연애상태_커플",
13925,이유식 만들어 줄게,"연애상태_싱글, 연애상태_커플",
13923,치맥 먹자,"연애상태_싱글, 연애상태_커플",
13921,오징어 구워줄까?,"연애상태_싱글, 연애상태_커플",
13919,고등어 정식 해줄게,"연애상태_싱글, 연애상태_커플",
13915,츄릅 줄게,"연애상태_싱글, 연애상태_커플",
13913,우유 마셔,"연애상태_싱글, 연애상태_커플",
13911,사료 먹을까?,"연애상태_싱글, 연애상태_커플",
13909,상태명 바꿔줄게,"연애상태_싱글, 연애상태_커플",
13905,아무냥 지금 어때?,"연애상태_싱글, 연애상태_커플",
13903,작별 인사하기,"연애상태_싱글, 연애상태_커플",
13901,알 부화시킬래,"연애상태_싱글, 연애상태_커플",
13899,아무냥 색칠할래,"연애상태_싱글, 연애상태_커플",
13897,광고보고 출석 도장 찍을래,"연애상태_싱글, 연애상태_커플",
13885,온천 가자,"연애상태_싱글, 연애상태_커플",
13883,목욕할까?,"연애상태_싱글, 연애상태_커플",
13881,샤워하자,"연애상태_싱글, 연애상태_커플",
13879,마스크팩 할 시간!,"연애상태_싱글, 연애상태_커플",
13877,치카해야지,"연애상태_싱글, 연애상태_커플",
13875,어푸하자,"연애상태_싱글, 연애상태_커플",
13873,칭찬 스티커 붙여줄게,"연애상태_싱글, 연애상태_커플",
13871,용돈 줄게,전체,재물금전운
13869,궁디팡팡,"연애상태_싱글, 연애상태_커플",
13867,손바닥에 하트 뿅,"연애상태_싱글, 연애상태_커플",
13865,털 빗자,"연애상태_싱글, 연애상태_커플",
13863,편지 써줄게,"연애상태_싱글, 연애상태_커플",
13861,이름 불러볼까,"연애상태_싱글, 연애상태_커플",
13859,칭찬해줄게,"연애상태_싱글, 연애상태_커플",
13857,이리와 안아줄게,"연애상태_싱글, 연애상태_커플",
13855,뽀뽀!,"연애상태_싱글, 연애상태_커플",
13853,쓰담쓰담,"연애상태_싱글, 연애상태_커플",
13851,하이파이브!,"연애상태_싱글, 연애상태_커플",
13849,사랑해❤️,"연애상태_싱글, 연애상태_커플",연애_일반
13847,캣타워에서 놀자,"연애상태_싱글, 연애상태_커플",
13845,게임기 해도 돼,"연애상태_싱글, 연애상태_커플",
13843,쥐돌이 돌아다녀,"연애상태_싱글, 연애상태_커플",연애_재회
13841,레이저 나온다!,"연애상태_싱글, 연애상태_커플",
13839,쎄쎄쎄🎵,"연애상태_싱글, 연애상태_커플",
13837,골프 치러 갈까?,"연애상태_싱글, 연애상태_커플",
13835,고급 캣타워야,"연애상태_싱글, 연애상태_커플",
13833,스티커사진 찍을래?,"연애상태_싱글, 연애상태_커플",
13831,영화 보러 가자,"연애상태_싱글, 연애상태_커플",
13829,숨바꼭질 할 시간!,"연애상태_싱글, 연애상태_커플",
13827,박스 들어갈래?,"연애상태_싱글, 연애상태_커플",
13825,댄스타임🎵,"연애상태_싱글, 연애상태_커플",
13823,뜨개질 해보자,"연애상태_싱글, 연애상태_커플",
13821,스크래쳐 할래?,"연애상태_싱글, 연애상태_커플",
13819,쇼핑백 여기있어,"연애상태_싱글, 연애상태_커플",
13817,털실 가지고 놀자,"연애상태_싱글, 연애상태_커플",
13815,오뎅꼬치 줄게,"연애상태_싱글, 연애상태_커플",
13813,프라푸치노 마실래?,"연애상태_싱글, 연애상태_커플",
13811,잠옷 입자,"연애상태_싱글, 연애상태_커플",
13809,마약 방석 여기있어,"연애상태_싱글, 연애상태_커플",
13807,풀리피 세어보자,"연애상태_싱글, 연애상태_커플",
13805,난로 켜줄게,"연애상태_싱글, 연애상태_커플",
13803,핫초코 마셔봐,"연애상태_싱글, 연애상태_커플",
13801,안마의자 앉을래?,"연애상태_싱글, 연애상태_커플",
13799,스파할 시간이야,"연애상태_싱글, 연애상태_커플",
13797,책 읽어줄게,"연애상태_싱글, 연애상태_커플",
13795,안대 씌워줄게,"연애상태_싱글, 연애상태_커플",
13791,홍삼 먹어,"연애상태_싱글, 연애상태_커플",
13789,캣닢 솔솔,"연애상태_싱글, 연애상태_커플",
13787,담요 덮어줄게,"연애상태_싱글, 연애상태_커플",
13785,자장가 불러줄게,"연애상태_싱글, 연애상태_커플",연애_결혼
13783,식빵 구울까?,"연애상태_싱글, 연애상태_커플",
13781,발마사지 해줄게,"연애상태_싱글, 연애상태_커플",
13779,연어회 타임,"연애상태_싱글, 연애상태_커플",
13777,스테이크 해줄게,"연애상태_싱글, 연애상태_커플",
13775,달고나 먹을까?,"연애상태_싱글, 연애상태_커플",
13773,햄버거 먹자!,"연애상태_싱글, 연애상태_커플",
13771,밀크셰이크 줄게,"연애상태_싱글, 연애상태_커플",
13769,삼계탕 먹을래?,"연애상태_싱글, 연애상태_커플",
13767,별사탕 먹자,"연애상태_싱글, 연애상태_커플",
13765,이유식 만들어 줄게,"연애상태_싱글, 연애상태_커플",
13763,치맥 먹자,"연애상태_싱글, 연애상태_커플",
13761,오징어 구워줄까?,"연애상태_싱글, 연애상태_커플",
13759,고등어 정식 해줄게,"연애상태_싱글, 연애상태_커플",
13755,츄릅 줄게,"연애상태_싱글, 연애상태_커플",
13753,우유 마셔,"연애상태_싱글, 연애상태_커플",
13751,사료 먹을까?,"연애상태_싱글, 연애상태_커플",
13749,상태명 바꿔줄게,"연애상태_싱글, 연애상태_커플",
13745,아무냥 지금 어때?,"연애상태_싱글, 연애상태_커플",
13743,작별 인사하기,"연애상태_싱글, 연애상태_커플",
13741,알 부화시킬래,"연애상태_싱글, 연애상태_커플",
13739,아무냥 색칠할래,"연애상태_싱글, 연애상태_커플",
13737,광고보고 출석 도장 찍을래,"연애상태_싱글, 연애상태_커플",
13725,아무냥 색칠할래,"연애상태_싱글, 연애상태_커플",
13661,과수면증 진단,"연애상태_싱글, 연애상태_커플",
13653,오늘의 금전·횡재운,전체,재물금전운
13649,젊음의 물약..?,"연애상태_싱글, 연애상태_커플",
13643,스티커사진 찍을래?,"연애상태_싱글, 연애상태_커플",
13641,"별자리 좋아하는 말, 싫어하는 말","연애상태_싱글, 연애상태_커플",
11483,치카해야지,"연애상태_싱글, 연애상태_커플",
11481,어푸하자,"연애상태_싱글, 연애상태_커플",
11479,온천 가자,"연애상태_싱글, 연애상태_커플",
11477,목욕할까?,"연애상태_싱글, 연애상태_커플",
11475,샤워하자,"연애상태_싱글, 연애상태_커플",
11473,마스크팩 할 시간!,"연애상태_싱글, 연애상태_커플",
11471,칭찬 스티커 붙여줄게,"연애상태_싱글, 연애상태_커플",
11469,용돈 줄게,전체,재물금전운
11467,궁디팡팡,"연애상태_싱글, 연애상태_커플",
11465,손바닥에 하트 뿅,"연애상태_싱글, 연애상태_커플",
11463,털 빗자,"연애상태_싱글, 연애상태_커플",
11461,편지 써줄게,"연애상태_싱글, 연애상태_커플",
11459,이름 불러볼까,"연애상태_싱글, 연애상태_커플",
11457,칭찬해줄게,"연애상태_싱글, 연애상태_커플",
11455,이리와 안아줄게,"연애상태_싱글, 연애상태_커플",
11453,뽀뽀!,"연애상태_싱글, 연애상태_커플",
11451,쓰담쓰담,"연애상태_싱글, 연애상태_커플",
11449,하이파이브!,"연애상태_싱글, 연애상태_커플",
11447,사랑해❤️,"연애상태_싱글, 연애상태_커플",연애_일반
11445,캣타워에서 놀자,"연애상태_싱글, 연애상태_커플",
11443,게임기 해도 돼,"연애상태_싱글, 연애상태_커플",
11441,쥐돌이 돌아다녀,"연애상태_싱글, 연애상태_커플",연애_재회
11439,레이저 나온다!,"연애상태_싱글, 연애상태_커플",
11437,쎄쎄쎄🎵,"연애상태_싱글, 연애상태_커플",
11435,골프 치러 갈까?,"연애상태_싱글, 연애상태_커플",
11433,고급 캣타워야,"연애상태_싱글, 연애상태_커플",
11431,영화 보러 가자,"연애상태_싱글, 연애상태_커플",
11429,숨바꼭질 할 시간!,"연애상태_싱글, 연애상태_커플",
11427,박스 들어갈래?,"연애상태_싱글, 연애상태_커플",
11425,댄스타임🎵,"연애상태_싱글, 연애상태_커플",
11423,뜨개질 해보자,"연애상태_싱글, 연애상태_커플",
11421,스크래쳐 할래?,"연애상태_싱글, 연애상태_커플",
11419,쇼핑백 여기있어,"연애상태_싱글, 연애상태_커플",
11417,털실 가지고 놀자,"연애상태_싱글, 연애상태_커플",
11415,오뎅꼬치 줄게,"연애상태_싱글, 연애상태_커플",
11413,프라푸치노 마실래?,"연애상태_싱글, 연애상태_커플",
11411,잠옷 입자,"연애상태_싱글, 연애상태_커플",
11409,마약 방석 여기있어,"연애상태_싱글, 연애상태_커플",
11407,풀리피 세어보자,"연애상태_싱글, 연애상태_커플",
11405,난로 켜줄게,"연애상태_싱글, 연애상태_커플",
11403,핫초코 마셔봐,"연애상태_싱글, 연애상태_커플",
11401,안마의자 앉을래?,"연애상태_싱글, 연애상태_커플",
11399,스파할 시간이야,"연애상태_싱글, 연애상태_커플",
11397,책 읽어줄게,"연애상태_싱글, 연애상태_커플",
11395,안대 씌워줄게,"연애상태_싱글, 연애상태_커플",
11391,홍삼 먹어,"연애상태_싱글, 연애상태_커플",
11389,캣닢 솔솔,"연애상태_싱글, 연애상태_커플",
11387,담요 덮어줄게,"연애상태_싱글, 연애상태_커플",
11385,자장가 불러줄게,"연애상태_싱글, 연애상태_커플",연애_결혼
11383,식빵 구울까?,"연애상태_싱글, 연애상태_커플",
11381,발마사지 해줄게,"연애상태_싱글, 연애상태_커플",
11379,연어회 타임,"연애상태_싱글, 연애상태_커플",
11377,스테이크 해줄게,"연애상태_싱글, 연애상태_커플",
11375,달고나 먹을까?,"연애상태_싱글, 연애상태_커플",
11373,햄버거 먹자!,"연애상태_싱글, 연애상태_커플",
11371,밀크셰이크 줄게,"연애상태_싱글, 연애상태_커플",
11369,삼계탕 먹을래?,"연애상태_싱글, 연애상태_커플",
11367,별사탕 먹자,"연애상태_싱글, 연애상태_커플",
11365,이유식 만들어 줄게,"연애상태_싱글, 연애상태_커플",
11363,치맥 먹자,"연애상태_싱글, 연애상태_커플",
